tenure,monthly_charges,total_charges,senior_citizen,dependents,tech_support,online_security,num_services,contract,internet_service,payment_method,churn
22,70.19,1528.63,0,1,0,1,2,Month-to-month,Fiber optic,Credit card,1
68,80.51,5494.81,0,0,1,0,7,Month-to-month,No,Bank transfer,0
69,75.99,5276.78,0,1,0,0,8,Two year,No,Bank transfer,0
37,68.64,2534.07,0,0,0,0,4,Month-to-month,Fiber optic,Credit card,0
49,70.49,3358.34,0,0,0,0,5,Two year,No,Credit card,0
13,37.64,441.07,0,0,0,1,1,Two year,DSL,Mailed check,0
34,101.27,3488.0,0,0,0,0,4,Month-to-month,Fiber optic,Electronic check,0
53,74.18,3794.52,0,0,1,1,4,Month-to-month,DSL,Electronic check,1
51,33.11,1747.98,0,0,0,0,7,Month-to-month,DSL,Bank transfer,0
3,96.62,315.92,0,0,1,0,8,Two year,Fiber optic,Mailed check,0
42,113.24,4821.89,0,0,1,0,1,Month-to-month,Fiber optic,Mailed check,0
32,114.73,3661.43,0,0,0,0,1,One year,DSL,Mailed check,0
51,56.9,2798.83,1,0,1,1,6,One year,Fiber optic,Bank transfer,0
46,33.55,1564.82,0,0,0,1,6,Two year,Fiber optic,Electronic check,0
21,71.84,1572.37,0,0,0,1,4,One year,No,Electronic check,0
44,31.26,1421.68,1,0,0,0,3,One year,No,Bank transfer,0
11,113.4,1214.27,0,1,0,0,8,Month-to-month,Fiber optic,Electronic check,0
68,38.36,2612.82,0,1,1,0,1,Month-to-month,No,Bank transfer,0
1,45.28,18.64,0,0,0,1,5,Month-to-month,Fiber optic,Mailed check,0
63,60.66,3780.62,0,0,1,0,1,Two year,Fiber optic,Credit card,0
24,58.32,1447.45,0,0,1,1,4,One year,No,Credit card,0
13,99.47,1233.23,0,0,0,1,4,One year,Fiber optic,Mailed check,0
11,65.63,677.24,1,0,1,0,2,One year,Fiber optic,Bank transfer,0
51,37.08,1835.88,0,0,1,1,5,Month-to-month,DSL,Electronic check,0
17,46.72,719.73,1,0,1,1,2,Month-to-month,DSL,Mailed check,0
24,70.91,1709.16,0,0,1,0,1,Month-to-month,Fiber optic,Bank transfer,1
19,34.75,718.33,1,0,0,1,2,Month-to-month,No,Bank transfer,0
37,81.17,2994.05,0,0,0,1,4,One year,Fiber optic,Mailed check,0
8,76.57,537.27,0,1,1,0,7,Month-to-month,No,Electronic check,1
28,91.47,2603.16,0,0,0,0,3,One year,No,Credit card,1
5,113.77,653.14,0,0,1,0,1,One year,DSL,Electronic check,1
17,111.23,1858.6,0,0,1,1,4,Month-to-month,Fiber optic,Credit card,1
36,114.61,4102.03,0,0,0,0,1,Month-to-month,Fiber optic,Bank transfer,0
19,44.47,870.71,0,0,0,0,2,Month-to-month,Fiber optic,Mailed check,0
64,33.16,2203.33,0,0,1,0,8,Month-to-month,DSL,Electronic check,1
11,50.23,526.54,0,0,0,0,2,One year,No,Electronic check,0
54,109.51,5846.92,0,1,0,0,6,Month-to-month,Fiber optic,Credit card,0
45,117.21,5306.02,0,0,0,0,1,Two year,Fiber optic,Credit card,0
47,105.93,5018.66,0,0,0,0,6,One year,Fiber optic,Bank transfer,0
12,31.0,372.31,0,1,0,1,1,Month-to-month,DSL,Mailed check,1
21,114.74,2381.63,0,0,0,1,2,One year,Fiber optic,Bank transfer,1
11,62.34,735.46,1,0,0,0,1,One year,No,Mailed check,0
5,20.93,131.05,0,0,1,1,6,One year,No,Bank transfer,0
56,64.24,3559.02,0,0,0,0,2,Month-to-month,DSL,Electronic check,0
20,24.61,494.65,0,0,0,1,6,Month-to-month,Fiber optic,Credit card,0
41,74.39,2982.4,0,0,1,0,1,Month-to-month,Fiber optic,Bank transfer,0
46,53.86,2511.85,0,0,1,0,8,Month-to-month,Fiber optic,Electronic check,0
12,67.34,794.97,0,0,0,0,7,One year,DSL,Credit card,0
70,81.32,5670.61,0,0,1,0,3,One year,Fiber optic,Mailed check,0
17,106.88,1815.32,0,1,0,1,1,Two year,Fiber optic,Electronic check,0
19,86.19,1639.63,0,1,0,0,1,Month-to-month,DSL,Electronic check,1
26,63.4,1693.15,0,0,1,0,7,Month-to-month,DSL,Bank transfer,1
48,101.94,4922.67,0,1,0,1,8,One year,DSL,Credit card,0
52,110.56,5741.3,1,0,1,1,4,Month-to-month,Fiber optic,Credit card,0
70,31.98,2276.78,1,1,1,0,3,Month-to-month,Fiber optic,Bank transfer,0
55,73.19,4045.49,1,0,0,0,2,Month-to-month,DSL,Electronic check,1
33,48.45,1577.52,0,1,0,1,2,Month-to-month,DSL,Electronic check,1
62,24.71,1525.78,0,1,0,0,5,One year,No,Mailed check,0
23,86.85,1990.14,0,0,0,1,3,Month-to-month,DSL,Credit card,1
15,106.28,1619.46,0,0,1,1,3,One year,Fiber optic,Credit card,1
27,36.29,961.48,0,1,0,0,1,Two year,No,Electronic check,0
64,101.24,6459.84,1,0,0,1,4,Month-to-month,Fiber optic,Bank transfer,0
51,105.34,5470.78,0,0,1,0,8,Two year,Fiber optic,Bank transfer,0
53,111.43,5952.78,0,0,0,1,7,Month-to-month,Fiber optic,Electronic check,1
51,46.53,2335.0,0,0,0,1,2,Two year,DSL,Mailed check,0
47,110.4,5217.35,0,0,0,1,7,Month-to-month,Fiber optic,Credit card,0
4,52.07,214.2,0,0,1,1,7,One year,Fiber optic,Electronic check,0
7,75.23,546.19,0,0,0,1,2,Month-to-month,DSL,Credit card,1
35,25.05,883.62,1,1,0,1,7,One year,Fiber optic,Electronic check,0
48,24.39,1230.2,0,0,0,0,4,One year,No,Electronic check,0
72,92.04,6644.16,0,0,1,1,8,Month-to-month,DSL,Electronic check,0
45,64.45,2897.15,0,0,0,1,6,Two year,Fiber optic,Credit card,0
72,45.63,3337.47,0,1,0,1,4,Month-to-month,Fiber optic,Mailed check,0
19,39.04,753.42,0,0,0,1,6,Month-to-month,No,Credit card,0
63,87.0,5487.07,0,1,1,0,6,One year,No,Mailed check,0
38,20.04,777.22,0,0,0,0,3,One year,Fiber optic,Mailed check,0
67,100.59,6734.85,0,0,1,1,6,Month-to-month,Fiber optic,Credit card,0
59,27.92,1647.74,0,0,0,1,4,Month-to-month,DSL,Mailed check,0
69,39.15,2672.02,0,0,1,0,4,Two year,Fiber optic,Credit card,0
13,58.62,724.5,1,1,1,0,1,One year,Fiber optic,Electronic check,0
47,68.49,3169.1,0,0,1,0,8,Month-to-month,Fiber optic,Bank transfer,0
61,55.5,3315.9,0,0,1,1,3,Month-to-month,No,Bank transfer,0
31,52.07,1570.18,1,1,0,1,6,Two year,Fiber optic,Credit card,0
22,116.39,2551.87,0,0,1,0,8,One year,Fiber optic,Electronic check,1
43,84.16,3624.04,0,0,1,0,5,Two year,Fiber optic,Bank transfer,0
67,22.34,1483.22,0,1,1,1,5,Month-to-month,DSL,Mailed check,0
54,63.02,3285.29,0,0,0,1,2,One year,Fiber optic,Mailed check,0
10,107.5,1153.73,0,1,1,0,4,One year,Fiber optic,Electronic check,1
42,50.15,2160.62,0,1,0,1,8,Month-to-month,No,Electronic check,0
64,29.46,1907.73,0,0,1,0,1,One year,Fiber optic,Credit card,0
21,95.84,2108.01,0,0,1,1,4,One year,No,Bank transfer,0
66,80.6,5270.73,1,0,1,1,8,Month-to-month,Fiber optic,Mailed check,0
41,77.03,3252.61,0,0,1,1,2,Two year,DSL,Credit card,0
24,25.36,560.38,0,1,0,1,4,Two year,DSL,Electronic check,0
35,34.05,1203.69,0,0,0,0,8,Two year,DSL,Bank transfer,0
56,82.25,4542.31,0,0,0,1,5,Two year,Fiber optic,Credit card,0
30,40.78,1224.13,0,0,0,1,3,Month-to-month,DSL,Credit card,1
57,70.41,4032.68,0,0,0,0,4,Month-to-month,Fiber optic,Mailed check,1
47,74.49,3493.3,0,0,0,0,6,Two year,No,Bank transfer,0
35,48.35,1727.94,0,1,0,0,5,Month-to-month,Fiber optic,Mailed check,0
19,114.84,2186.91,0,0,0,1,5,Month-to-month,Fiber optic,Credit card,1
8,104.25,807.88,0,1,1,1,2,Month-to-month,DSL,Mailed check,0
26,92.24,2369.9,0,0,1,1,3,Month-to-month,Fiber optic,Bank transfer,0
71,27.8,2014.35,0,0,0,0,8,One year,DSL,Electronic check,0
30,30.61,885.61,0,0,0,0,8,Month-to-month,No,Bank transfer,1
7,69.28,530.73,0,1,1,0,2,Month-to-month,DSL,Mailed check,1
67,36.07,2477.83,0,0,0,0,1,Two year,Fiber optic,Bank transfer,0
65,117.83,7575.51,0,1,1,1,6,One year,Fiber optic,Bank transfer,0
36,35.85,1347.25,0,1,0,1,3,One year,Fiber optic,Credit card,0
25,68.75,1821.77,0,1,0,0,1,One year,No,Bank transfer,1
37,56.41,2099.77,0,0,0,1,7,Two year,DSL,Electronic check,0
1,83.94,113.89,0,0,0,1,3,One year,Fiber optic,Credit card,0
15,32.9,545.35,0,0,0,0,5,One year,No,Electronic check,1
37,63.03,2318.34,1,0,0,1,7,Two year,Fiber optic,Bank transfer,0
13,47.47,626.22,0,1,1,0,1,Month-to-month,Fiber optic,Credit card,1
8,108.78,804.53,0,1,0,1,3,Two year,DSL,Electronic check,0
5,24.06,127.23,0,1,1,1,3,Month-to-month,Fiber optic,Credit card,0
60,111.37,6707.11,1,0,1,0,1,Month-to-month,No,Credit card,0
1,103.3,129.11,0,0,1,0,7,Month-to-month,Fiber optic,Mailed check,1
36,49.76,1844.63,0,0,0,0,7,Month-to-month,No,Electronic check,1
35,98.93,3423.81,0,0,0,0,8,One year,Fiber optic,Mailed check,1
66,23.12,1499.29,0,1,0,0,3,Two year,DSL,Credit card,0
63,116.69,7446.25,0,1,1,1,2,Two year,DSL,Electronic check,0
23,72.66,1663.66,1,0,1,1,7,Two year,Fiber optic,Bank transfer,0
9,50.33,462.97,0,0,0,1,2,Month-to-month,Fiber optic,Electronic check,0
34,56.26,1909.49,0,0,0,1,1,Two year,No,Electronic check,0
46,26.64,1184.36,1,0,0,1,5,Month-to-month,Fiber optic,Bank transfer,0
4,118.93,556.9,0,0,1,0,4,Two year,No,Electronic check,1
30,23.93,691.51,0,0,0,1,1,Month-to-month,Fiber optic,Credit card,0
72,85.49,6098.92,1,0,1,0,6,Month-to-month,Fiber optic,Mailed check,1
3,64.27,170.27,1,1,1,0,1,Two year,DSL,Mailed check,0
14,114.89,1508.37,0,0,1,1,1,Two year,Fiber optic,Electronic check,1
60,44.6,2643.44,0,1,0,1,7,One year,No,Credit card,0
45,73.21,3246.04,0,0,0,0,6,One year,DSL,Electronic check,0
34,68.24,2351.03,0,1,0,0,6,Month-to-month,No,Mailed check,0
45,90.29,4029.38,0,1,1,0,6,One year,No,Mailed check,0
61,26.8,1679.19,0,0,0,1,1,One year,Fiber optic,Mailed check,0
16,39.38,700.0,0,0,1,1,2,Month-to-month,DSL,Bank transfer,0
66,41.46,2775.42,0,0,1,1,1,Month-to-month,DSL,Bank transfer,1
40,93.82,3742.03,1,0,1,1,5,Month-to-month,DSL,Electronic check,0
17,38.91,668.53,0,0,1,0,4,One year,DSL,Mailed check,0
34,77.35,2553.65,0,0,0,0,4,Month-to-month,Fiber optic,Credit card,0
16,41.52,657.63,0,1,0,1,5,Month-to-month,DSL,Mailed check,0
60,106.16,6326.58,0,0,0,0,1,Month-to-month,Fiber optic,Electronic check,0
66,114.22,7573.24,0,0,1,0,7,One year,Fiber optic,Electronic check,0
66,71.85,4870.74,1,0,1,1,4,One year,DSL,Electronic check,0
13,55.23,742.98,1,1,0,1,2,One year,Fiber optic,Electronic check,1
56,43.41,2331.4,0,0,0,0,4,Month-to-month,No,Mailed check,0
31,24.98,756.32,0,0,1,1,8,Month-to-month,Fiber optic,Mailed check,1
34,46.85,1599.02,0,1,0,1,8,Month-to-month,Fiber optic,Electronic check,1
39,85.42,3335.75,0,0,0,0,6,Two year,Fiber optic,Bank transfer,0
67,73.36,4878.58,0,0,0,1,5,Month-to-month,Fiber optic,Credit card,0
8,114.4,927.46,0,0,1,1,8,Month-to-month,No,Credit card,1
55,59.63,3217.52,0,0,1,1,4,One year,DSL,Credit card,0
27,89.39,2366.28,0,0,1,1,5,Month-to-month,No,Electronic check,0
53,68.93,3685.58,0,1,1,1,1,Two year,DSL,Electronic check,0
39,71.26,2728.36,0,0,0,1,7,Month-to-month,No,Credit card,1
65,46.78,3067.61,1,0,1,0,4,One year,DSL,Electronic check,0
17,65.5,1045.03,0,0,0,0,5,Month-to-month,No,Electronic check,0
30,67.08,2100.64,0,0,0,0,2,Month-to-month,No,Mailed check,1
53,90.66,4766.27,0,0,0,0,2,Month-to-month,DSL,Electronic check,0
13,114.06,1471.6,1,1,0,1,3,Two year,No,Credit card,0
21,52.93,1128.06,0,1,1,1,4,Two year,DSL,Bank transfer,0
19,24.22,431.91,1,0,1,0,1,Month-to-month,DSL,Bank transfer,1
53,69.63,3697.56,1,0,1,1,6,Two year,Fiber optic,Credit card,1
19,74.45,1443.32,0,0,1,0,3,One year,No,Electronic check,0
57,36.84,2147.91,0,1,0,1,4,Two year,Fiber optic,Bank transfer,0
25,96.05,2440.82,0,0,1,1,2,Two year,Fiber optic,Mailed check,0
31,118.49,3664.6,0,0,1,0,7,Month-to-month,Fiber optic,Bank transfer,0
55,114.58,6294.57,0,1,0,1,1,One year,No,Electronic check,0
23,39.71,1030.79,0,0,0,1,2,Month-to-month,No,Bank transfer,1
32,107.54,3488.77,0,0,1,0,4,Month-to-month,DSL,Credit card,0
62,90.45,5561.81,0,0,0,1,6,Month-to-month,DSL,Electronic check,1
10,65.38,658.8,0,0,0,0,1,Two year,DSL,Electronic check,0
72,74.06,5315.56,0,1,0,0,1,Two year,Fiber optic,Electronic check,0
54,104.96,5661.07,0,0,0,1,3,One year,DSL,Mailed check,0
52,68.01,3475.05,0,0,1,1,1,Two year,DSL,Electronic check,0
20,57.32,1125.8,0,0,1,0,8,Two year,No,Credit card,0
32,69.32,2308.82,0,1,0,1,4,Month-to-month,DSL,Mailed check,1
14,77.91,1119.69,1,1,1,1,6,Month-to-month,Fiber optic,Mailed check,1
50,38.91,1820.94,0,0,1,1,6,Month-to-month,Fiber optic,Bank transfer,1
28,110.09,3143.36,0,0,0,0,5,Month-to-month,DSL,Mailed check,0
53,87.42,4687.74,0,0,1,1,5,Month-to-month,Fiber optic,Mailed check,1
24,83.33,1981.96,0,0,0,1,1,Month-to-month,Fiber optic,Bank transfer,1
22,29.95,694.76,0,0,1,1,5,Two year,No,Bank transfer,0
30,80.42,2369.63,0,0,1,0,6,Two year,DSL,Electronic check,0
63,32.1,1998.79,0,1,0,0,4,One year,Fiber optic,Electronic check,0
4,27.87,186.41,1,0,1,0,3,Two year,No,Electronic check,0
59,72.73,4277.48,0,0,1,0,2,Month-to-month,Fiber optic,Mailed check,0
8,60.28,388.75,0,1,0,1,2,Two year,No,Electronic check,0
12,78.88,943.39,0,0,0,1,4,Month-to-month,No,Bank transfer,0
31,28.92,892.59,0,0,0,0,3,Month-to-month,No,Credit card,0
34,63.1,2205.32,0,0,0,1,4,Two year,Fiber optic,Electronic check,0
49,37.48,1837.24,1,0,0,1,1,Month-to-month,No,Mailed check,1
57,118.71,6745.39,0,1,0,1,3,Month-to-month,Fiber optic,Mailed check,0
26,76.12,2031.37,1,0,0,0,6,Month-to-month,DSL,Mailed check,0
18,88.74,1603.36,0,0,0,0,5,One year,DSL,Bank transfer,0
38,52.54,1959.02,0,1,1,0,1,Two year,DSL,Credit card,0
50,29.47,1531.25,1,0,1,0,5,Month-to-month,DSL,Electronic check,1
8,117.59,950.4,0,0,1,0,1,Two year,DSL,Electronic check,0
41,48.63,1993.98,0,0,0,1,1,Month-to-month,DSL,Bank transfer,0
6,62.38,383.18,0,1,1,0,1,Month-to-month,No,Mailed check,1
69,84.99,5810.78,0,0,1,0,7,Month-to-month,No,Electronic check,0
44,22.47,962.3,0,0,1,1,1,One year,Fiber optic,Electronic check,0
64,101.03,6466.1,0,0,1,1,7,Month-to-month,No,Mailed check,0
29,73.66,2126.41,0,1,1,1,3,One year,DSL,Electronic check,0
28,47.82,1402.58,0,1,0,0,8,Month-to-month,No,Credit card,0
11,26.16,298.63,1,0,0,1,8,Month-to-month,Fiber optic,Mailed check,0
65,36.25,2399.0,0,1,0,0,3,One year,DSL,Electronic check,0
19,109.5,2080.97,0,1,0,1,1,Month-to-month,DSL,Bank transfer,0
9,88.6,850.21,1,0,1,0,4,Month-to-month,DSL,Electronic check,0
27,44.99,1234.61,0,0,0,1,1,Month-to-month,DSL,Mailed check,0
34,26.56,903.71,0,0,1,1,1,One year,DSL,Mailed check,0
44,89.06,3917.98,0,0,1,0,4,One year,DSL,Mailed check,0
68,77.24,5204.6,0,1,0,0,8,Month-to-month,DSL,Credit card,0
15,60.45,932.1,0,0,0,0,4,Month-to-month,DSL,Electronic check,1
51,56.36,2872.35,0,0,0,1,1,Month-to-month,No,Credit card,0
13,41.68,516.74,0,0,1,0,2,Month-to-month,DSL,Credit card,1
49,86.96,4316.36,0,1,1,1,2,Two year,DSL,Electronic check,0
70,117.07,8132.39,0,0,1,0,4,One year,Fiber optic,Electronic check,0
56,37.57,2082.8,0,0,0,0,1,One year,No,Electronic check,0
51,79.71,4116.6,0,1,0,1,6,Month-to-month,Fiber optic,Electronic check,1
37,62.42,2325.32,0,1,0,1,8,One year,No,Mailed check,0
17,64.67,1097.0,0,1,0,1,5,Two year,Fiber optic,Electronic check,0
58,45.41,2646.33,0,0,1,0,5,One year,DSL,Credit card,0
29,102.51,2981.76,0,0,0,0,1,One year,DSL,Electronic check,0
33,68.53,2185.66,0,1,1,0,1,One year,Fiber optic,Electronic check,1
60,74.34,4442.94,0,0,0,1,1,One year,Fiber optic,Electronic check,0
55,50.48,2857.23,0,0,0,1,5,Month-to-month,Fiber optic,Electronic check,0
10,38.18,348.83,0,0,1,1,5,One year,DSL,Credit card,0
47,28.59,1327.81,0,1,1,1,4,Month-to-month,Fiber optic,Bank transfer,1
23,91.41,2075.35,0,0,0,1,8,One year,Fiber optic,Electronic check,0
21,39.62,827.67,0,0,1,0,3,Two year,Fiber optic,Credit card,1
13,89.01,1127.97,0,0,0,0,4,Two year,Fiber optic,Credit card,0
33,59.04,1972.66,1,0,1,0,4,Month-to-month,Fiber optic,Bank transfer,0
24,61.58,1487.79,0,1,1,1,7,Month-to-month,DSL,Credit card,0
11,66.92,774.8,0,0,1,0,8,Month-to-month,No,Bank transfer,1
17,56.77,912.54,0,0,0,1,2,One year,Fiber optic,Mailed check,1
68,30.06,2027.06,0,0,1,0,6,Two year,DSL,Mailed check,0
47,50.96,2383.83,0,0,1,0,4,One year,No,Electronic check,0
25,86.37,2182.03,1,1,0,0,8,Month-to-month,Fiber optic,Mailed check,0
21,86.58,1778.52,0,1,1,1,4,Two year,Fiber optic,Credit card,0
12,48.62,629.22,0,0,0,0,4,Two year,DSL,Bank transfer,0
37,66.01,2501.69,0,0,1,1,7,Month-to-month,Fiber optic,Credit card,0
42,39.34,1602.84,0,0,0,1,7,One year,DSL,Mailed check,0
17,41.04,673.14,0,0,1,1,8,One year,Fiber optic,Bank transfer,0
48,22.3,1043.8,0,0,1,1,4,One year,Fiber optic,Bank transfer,0
28,109.67,3202.38,0,0,0,1,3,Two year,Fiber optic,Bank transfer,0
41,41.07,1662.37,0,1,0,1,2,Month-to-month,DSL,Bank transfer,0
47,42.75,2093.13,0,1,0,0,5,One year,No,Electronic check,0
18,47.96,799.95,0,0,0,1,8,One year,DSL,Electronic check,0
71,32.74,2275.06,0,1,0,0,6,Two year,Fiber optic,Credit card,0
13,83.93,1056.76,0,1,0,0,1,Two year,Fiber optic,Electronic check,0
13,27.51,315.35,0,0,0,1,5,Two year,Fiber optic,Mailed check,0
31,33.42,1022.63,0,1,0,0,2,Month-to-month,DSL,Mailed check,1
2,84.48,133.52,0,1,0,0,4,Two year,Fiber optic,Mailed check,0
16,53.97,822.55,0,0,1,0,5,Month-to-month,DSL,Bank transfer,1
9,90.79,875.03,0,1,0,1,4,Month-to-month,Fiber optic,Bank transfer,1
38,75.74,2939.31,0,0,0,0,8,Month-to-month,DSL,Credit card,0
54,45.6,2509.86,0,0,0,0,6,Two year,Fiber optic,Mailed check,0
56,85.08,4790.68,0,0,1,1,3,Two year,Fiber optic,Mailed check,0
45,31.63,1427.99,0,1,0,0,8,Month-to-month,DSL,Credit card,1
34,73.64,2478.91,0,0,0,1,3,Month-to-month,DSL,Credit card,1
9,63.71,525.73,0,0,0,1,6,Two year,DSL,Credit card,0
8,46.79,392.47,0,0,0,0,6,One year,Fiber optic,Bank transfer,0
7,80.4,504.12,0,0,0,1,2,Two year,Fiber optic,Electronic check,1
36,107.13,3806.98,0,0,0,1,6,Month-to-month,Fiber optic,Electronic check,0
18,119.89,2215.67,1,0,1,1,5,Month-to-month,Fiber optic,Credit card,0
3,80.78,337.37,0,0,1,0,3,Month-to-month,DSL,Credit card,0
28,60.47,1712.82,0,1,1,1,6,Month-to-month,No,Bank transfer,0
70,42.52,3031.72,0,0,1,0,2,Month-to-month,Fiber optic,Electronic check,0
44,45.71,1998.95,0,1,1,0,8,Month-to-month,DSL,Bank transfer,0
21,67.95,1360.07,0,0,1,1,7,Month-to-month,Fiber optic,Electronic check,0
28,56.73,1619.05,0,0,0,0,2,Month-to-month,No,Mailed check,1
54,111.38,6042.98,0,1,1,1,7,Two year,Fiber optic,Mailed check,0
54,56.83,3072.4,0,0,0,0,7,Month-to-month,Fiber optic,Credit card,0
65,57.34,3714.98,0,1,1,1,2,Month-to-month,No,Electronic check,1
21,58.35,1273.46,0,0,0,0,5,Two year,Fiber optic,Bank transfer,0
13,103.66,1298.29,0,0,1,0,6,One year,DSL,Mailed check,0
57,85.08,4810.87,0,0,1,0,5,One year,No,Bank transfer,0
49,81.42,3939.17,0,0,0,0,2,One year,Fiber optic,Mailed check,0
54,53.41,2888.39,0,0,1,0,1,Two year,Fiber optic,Credit card,0
10,101.79,963.51,0,0,0,0,8,Two year,Fiber optic,Electronic check,1
53,23.84,1229.31,0,0,0,1,7,One year,No,Electronic check,0
44,107.08,4676.23,0,0,1,1,7,Two year,Fiber optic,Bank transfer,0
47,71.27,3336.66,0,0,0,0,6,Month-to-month,DSL,Mailed check,0
53,59.83,3096.62,0,0,0,1,6,Month-to-month,Fiber optic,Electronic check,0
46,69.72,3211.48,0,0,0,1,5,Two year,DSL,Mailed check,0
13,86.74,1189.99,0,0,1,1,5,Month-to-month,DSL,Bank transfer,1
37,21.28,794.13,0,1,0,1,1,Two year,Fiber optic,Electronic check,0
24,107.16,2648.91,0,0,1,0,5,Month-to-month,DSL,Electronic check,0
2,64.67,196.04,0,0,1,0,5,Month-to-month,Fiber optic,Credit card,1
14,54.3,799.09,0,0,0,0,6,Two year,No,Mailed check,0
10,33.82,341.93,1,0,0,1,3,Month-to-month,Fiber optic,Electronic check,1
35,63.95,2239.38,0,0,1,0,1,Two year,No,Electronic check,0
25,69.63,1778.94,0,0,1,1,7,Two year,DSL,Bank transfer,0
3,60.36,161.5,0,0,1,0,3,Two year,No,Electronic check,0
17,87.87,1399.66,1,0,1,0,6,One year,No,Credit card,1
12,62.09,769.68,0,0,0,0,8,One year,DSL,Bank transfer,0
54,116.14,6215.01,0,0,1,0,1,Two year,DSL,Mailed check,0
24,79.93,1870.21,0,0,1,0,1,One year,DSL,Credit card,0
29,100.75,2921.76,0,0,0,0,1,One year,No,Mailed check,0
43,30.94,1325.66,0,0,1,1,5,Two year,No,Electronic check,0
25,59.73,1422.65,1,0,0,1,2,One year,DSL,Bank transfer,0
60,53.68,3229.07,0,0,0,0,4,Two year,Fiber optic,Bank transfer,0
65,76.95,5050.06,1,0,0,1,2,Month-to-month,DSL,Electronic check,1
28,106.11,2914.66,0,0,1,1,5,Month-to-month,Fiber optic,Mailed check,1
16,27.83,508.9,1,1,0,1,5,Month-to-month,No,Mailed check,1
47,27.26,1203.21,0,0,0,0,7,Month-to-month,DSL,Electronic check,0
58,105.03,6197.61,0,0,1,0,7,One year,No,Bank transfer,0
27,41.29,1094.27,0,0,0,0,4,Month-to-month,No,Bank transfer,0
53,86.88,4611.92,0,0,0,1,5,Two year,No,Mailed check,0
42,74.29,3025.58,0,0,0,1,1,Month-to-month,DSL,Mailed check,0
59,103.29,6091.0,0,0,0,1,8,Month-to-month,DSL,Mailed check,0
47,32.51,1539.39,0,0,0,0,3,Month-to-month,DSL,Electronic check,0
34,32.98,1117.01,0,0,0,0,3,One year,Fiber optic,Electronic check,1
37,75.68,2772.01,0,0,0,0,1,Month-to-month,Fiber optic,Electronic check,0
6,114.64,640.51,0,0,1,0,7,Month-to-month,DSL,Electronic check,0
7,61.5,487.03,0,1,0,0,8,One year,No,Mailed check,0
25,52.69,1318.79,0,1,1,0,2,Month-to-month,DSL,Bank transfer,1
33,80.67,2739.15,0,1,0,1,3,Month-to-month,DSL,Mailed check,1
55,113.04,6190.88,0,0,0,0,8,One year,Fiber optic,Credit card,0
58,103.69,5992.28,0,1,0,1,1,Month-to-month,DSL,Credit card,1
7,119.55,877.63,0,1,0,1,2,Month-to-month,DSL,Credit card,0
57,22.26,1187.67,0,1,1,1,8,Month-to-month,Fiber optic,Credit card,0
12,31.29,314.81,0,0,0,1,6,Month-to-month,No,Bank transfer,0
16,80.95,1350.07,0,1,1,0,3,One year,No,Bank transfer,0
43,102.06,4329.98,0,0,1,0,1,Month-to-month,Fiber optic,Electronic check,1
7,48.52,248.69,0,0,0,1,3,Two year,Fiber optic,Bank transfer,0
51,43.92,2333.35,0,0,0,0,3,Two year,Fiber optic,Bank transfer,0
32,98.7,3088.71,1,1,0,1,8,Month-to-month,Fiber optic,Mailed check,1
8,25.64,214.33,0,0,0,0,8,Two year,Fiber optic,Bank transfer,0
72,56.94,4103.13,0,0,1,0,3,Month-to-month,Fiber optic,Mailed check,1
45,70.58,3035.57,0,1,1,1,8,Month-to-month,Fiber optic,Mailed check,0
59,76.03,4472.4,0,0,0,0,4,Month-to-month,Fiber optic,Mailed check,1
4,92.86,393.86,0,1,0,0,2,Month-to-month,Fiber optic,Bank transfer,1
67,55.48,3734.88,0,1,0,1,3,One year,Fiber optic,Credit card,0
29,81.27,2402.01,0,0,1,0,7,Month-to-month,No,Credit card,1
29,78.54,2258.29,0,0,0,1,8,Two year,DSL,Bank transfer,0
28,74.76,2128.91,0,0,1,0,7,One year,No,Electronic check,0
44,84.05,3663.73,0,1,1,0,7,Month-to-month,Fiber optic,Credit card,0
4,45.94,113.24,0,1,1,0,8,One year,DSL,Electronic check,1
9,28.46,191.25,0,0,0,0,1,Two year,Fiber optic,Credit card,0
5,31.93,86.54,0,0,1,0,4,Month-to-month,Fiber optic,Electronic check,0
56,42.46,2428.24,0,0,1,1,5,Month-to-month,No,Mailed check,0
50,70.02,3425.27,0,1,1,1,5,Month-to-month,Fiber optic,Bank transfer,0
15,104.04,1574.3,0,0,0,1,2,Month-to-month,Fiber optic,Bank transfer,1
32,90.13,2870.86,0,0,1,0,1,Month-to-month,DSL,Mailed check,1
28,98.9,2764.07,0,1,1,0,7,Month-to-month,DSL,Bank transfer,0
22,55.1,1280.38,0,0,0,1,4,One year,Fiber optic,Mailed check,0
17,60.47,1006.07,0,0,1,1,7,One year,Fiber optic,Electronic check,0
59,59.37,3533.41,0,1,0,0,1,One year,Fiber optic,Bank transfer,0
71,39.19,2784.37,0,0,1,0,8,Month-to-month,Fiber optic,Electronic check,0
57,26.12,1481.24,0,0,1,0,8,Month-to-month,No,Bank transfer,1
26,79.09,2171.34,0,0,0,0,8,Month-to-month,Fiber optic,Electronic check,0
25,118.92,2900.93,0,0,0,1,4,Month-to-month,No,Mailed check,0
10,36.68,431.26,1,0,0,0,6,Two year,DSL,Mailed check,0
45,24.67,1142.97,0,1,0,0,6,Month-to-month,DSL,Electronic check,0
